"","workerId","chain","generation","level","arrayTraining","encodingCorrected","nounsUser","prepsUser","seenInTraining"
"2874","A36","I",6,3,"[3,[[3,[0,[3]]]]]","trtmrtv","vskr","tm","false"
"2875","A36","I",6,3,"[[0,[2,[0]]],[1]]","tvmtkvs","vskr","tm","false"
"2876","A36","I",6,3,"[1,[[[0,1],[3]]]]","tsmvstr","vskr","tm","false"
"2877","A36","I",6,3,"[[[1,3],1],1]","msrmtss","vskr","tm","false"
"2878","A36","I",6,3,"[[[1,1],2],1]","msmtkms","vskr","tm","false"
"2919","A37","J",10,0,"0","k","ktsm","vr","true"
"2920","A37","J",10,0,"1","t","ktsm","vr","true"
"2921","A37","J",10,0,"2","s","ktsm","vr","true"
"2922","A37","J",10,0,"3","m","ktsm","vr","true"
"2923","A37","J",10,1,"[1,3]","mvs","ktsm","vr","true"
"2924","A37","J",10,1,"[1,[1]]","rtt","ktsm","vr","true"
"2925","A37","J",10,1,"[2,3]","svm","ktsm","vr","true"
"2926","A37","J",10,1,"[0,2]","kvs","ktsm","vr","true"
"2927","A37","J",10,1,"[1,2]","tvs","ktsm","vr","true"
"2928","A37","J",10,1,"[1,[3]]","rms","ktsm","vr","true"
"2929","A37","J",10,1,"[2,[0]]","rsk","ktsm","vr","true"
"2930","A37","J",10,1,"[3,[2]]","rst","ktsm","vr","true"
"2931","A37","J",10,1,"[2,0]","rms","ktsm","vr","false"
"2932","A37","J",10,1,"[0,1]","kmt","ktsm","vr","false"
"2933","A37","J",10,1,"[2,[2]]","rss","ktsm","vr","false"
"2934","A37","J",10,1,"[2,2]","svs","ktsm","vr","false"
"2935","A37","J",10,2,"[[1,[2]],0]","rmsvk","ktsm","vr","true"
"2936","A37","J",10,2,"[[3,[2]],1]","rtsvm","ktsm","vr","true"
"2937","A37","J",10,2,"[0,[[1,[3]]]]","rkmst","ktsm","vr","true"
"2938","A37","J",10,2,"[[1,3],2]","tvmvs","ktsm","vr","true"
"2939","A37","J",10,2,"[1,[[0,[2]]]]","rmksv","ktsm","vr","true"
"2940","A37","J",10,2,"[1,[3,[0]]]","mvskr","ktsm","vr","true"
"2941","A37","J",10,2,"[[0,[0]],1]","kkvtr","ktsm","vr","true"
"2942","A37","J",10,2,"[[1,1],[3]]","rmmvs","ktsm","vr","true"
"2943","A37","J",10,2,"[1,[2,[2]]]","mvrss","ktsm","vr","false"
"2944","A37","J",10,2,"[3,[[0,[0]]]]","rmvkk","ktsm","vr","false"
"2945","A37","J",10,2,"[[3,[3]],[2]]","mmtsv","ktsm","vr","false"
"2946","A37","J",10,2,"[1,[3,3]]","tvmvm","ktsm","vr","false"
"2947","A37","J",10,3,"[0,[[[2,[1]],0]]]","kkstrmv","ktsm","vr","false"
"2948","A37","J",10,3,"[2,[[2,[1,[3]]]]]","rsstvmv","ktsm","vr","false"
"2949","A37","J",10,3,"[0,[[0,1],[1]]]","krktvmr","ktsm","vr","false"
"2950","A37","J",10,3,"[3,[0,[[1,1]]]]","mrkvttk","ktsm","vr","false"
"2951","A37","J",10,3,"[0,[[3,[2]],[2]]]","kmrssvr","ktsm","vr","false"
"2952","A37","J",10,3,"[[0,[1,2]],[3]]","ktrmsvs","ktsm","vr","false"
"2953","A37","J",10,3,"[[[2,[1]],[3]],[2]]","stmvrkt","ktsm","vr","false"
"2954","A37","J",10,3,"[3,[[3,[0,[3]]]]]","mmkmrvm","ktsm","vr","false"
"2955","A37","J",10,3,"[[0,[2,[0]]],[1]]","kkrmsvk","ktsm","vr","false"
"2956","A37","J",10,3,"[1,[[[0,1],[3]]]]","rmsvkvk","ktsm","vr","false"
"2957","A37","J",10,3,"[[[1,3],1],1]","smvsvsv","ktsm","vr","false"
"2958","A37","J",10,3,"[[[1,1],2],1]","vsvsvrk","ktsm","vr","false"
"2999","A38","I",2,0,"0","s","svkt","mr","true"
"3000","A38","I",2,0,"1","v","svkt","mr","true"
"3001","A38","I",2,0,"2","k","svkt","mr","true"
"3002","A38","I",2,0,"3","t","svkt","mr","true"
"3003","A38","I",2,1,"[1,3]","vrk","svkt","mr","true"
"3004","A38","I",2,1,"[1,[1]]","tmt","svkt","mr","true"
"3005","A38","I",2,1,"[2,3]","krv","svkt","mr","true"
"3006","A38","I",2,1,"[0,2]","srt","svkt","mr","true"
"3007","A38","I",2,1,"[1,2]","trk","svkt","mr","true"
"3008","A38","I",2,1,"[1,[3]]","vmt","svkt","mr","true"
"3009","A38","I",2,1,"[2,[0]]","kms","svkt","mr","true"
"3010","A38","I",2,1,"[3,[2]]","vmk","svkt","mr","true"
"3011","A38","I",2,1,"[2,0]","krs","svkt","mr","false"
"3012","A38","I",2,1,"[0,1]","tsr","svkt","mr","false"
"3013","A38","I",2,1,"[2,[2]]","kmk","svkt","mr","false"
"3014","A38","I",2,1,"[2,2]","krk","svkt","mr","false"
"3015","A38","I",2,2,"[[1,[2]],0]","tkmsr","svkt","mr","true"
"3016","A38","I",2,2,"[[3,[2]],1]","tkmvr","svkt","mr","true"
"3017","A38","I",2,2,"[0,[[1,[3]]]]","vmtms","svkt","mr","true"
"3018","A38","I",2,2,"[[1,3],2]","trvrk","svkt","mr","true"
"3019","A38","I",2,2,"[1,[[0,[2]]]]","tsmkm","svkt","mr","true"
"3020","A38","I",2,2,"[1,[3,[0]]]","vrtms","svkt","mr","true"
"3021","A38","I",2,2,"[[0,[0]],1]","smsrv","svkt","mr","true"
"3022","A38","I",2,2,"[[1,1],[3]]","vvrtm","svkt","mr","true"
"3023","A38","I",2,2,"[1,[2,[2]]]","vrkkm","svkt","mr","false"
"3024","A38","I",2,2,"[3,[[0,[0]]]]","tmssm","svkt","mr","false"
"3025","A38","I",2,2,"[[3,[3]],[2]]","ttmkm","svkt","mr","false"
"3026","A38","I",2,2,"[1,[3,3]]","trvvr","svkt","mr","false"
"3027","A38","I",2,3,"[0,[[[2,[1]],0]]]","kmvrssm","svkt","mr","false"
"3028","A38","I",2,3,"[2,[[2,[1,[3]]]]]","kkmvtrm","svkt","mr","false"
"3029","A38","I",2,3,"[0,[[0,1],[1]]]","srsvrvm","svkt","mr","false"
"3030","A38","I",2,3,"[3,[0,[[1,1]]]]","trsmvvr","svkt","mr","false"
"3031","A38","I",2,3,"[0,[[3,[2]],[2]]]","srvmkkm","svkt","mr","false"
"3032","A38","I",2,3,"[[0,[1,2]],[3]]","svkrtmv","svkt","mr","false"
"3033","A38","I",2,3,"[[[2,[1]],[3]],[2]]","kmvmtmk","svkt","mr","false"
"3034","A38","I",2,3,"[3,[[3,[0,[3]]]]]","vmvrsvm","svkt","mr","false"
"3035","A38","I",2,3,"[[0,[2,[0]]],[1]]","srskmvm","svkt","mr","false"
"3036","A38","I",2,3,"[1,[[[0,1],[3]]]]","vmsrvtm","svkt","mr","false"
"3037","A38","I",2,3,"[[[1,3],1],1]","vrtrvrv","svkt","mr","false"
"3038","A38","I",2,3,"[[[1,1],2],1]","vrvrkrt","svkt","mr","false"
"3079","A39","F",4,0,"0","k","kvts","mr","true"
"3080","A39","F",4,0,"1","v","kvts","mr","true"
"3081","A39","F",4,0,"2","t","kvts","mr","true"
"3082","A39","F",4,0,"3","s","kvts","mr","true"
"3083","A39","F",4,1,"[1,3]","vsm","kvts","mr","true"
"3084","A39","F",4,1,"[1,[1]]","vvr","kvts","mr","true"
"3085","A39","F",4,1,"[2,3]","tsm","kvts","mr","true"
"3086","A39","F",4,1,"[0,2]","ktm","kvts","mr","true"
"3087","A39","F",4,1,"[1,2]","vtm","kvts","mr","true"
"3088","A39","F",4,1,"[1,[3]]","vsr","kvts","mr","true"
"3089","A39","F",4,1,"[2,[0]]","tkr","kvts","mr","true"
"3090","A39","F",4,1,"[3,[2]]","str","kvts","mr","true"
"3091","A39","F",4,1,"[2,0]","tkm","kvts","mr","false"
"3092","A39","F",4,1,"[0,1]","kvm","kvts","mr","false"
"3093","A39","F",4,1,"[2,[2]]","ttr","kvts","mr","false"
"3094","A39","F",4,1,"[2,2]","ttm","kvts","mr","false"
"3095","A39","F",4,2,"[[1,[2]],0]","strkm","kvts","mr","true"
"3096","A39","F",4,2,"[[3,[2]],1]","strvm","kvts","mr","true"
"3097","A39","F",4,2,"[0,[[1,[3]]]]","kvsrr","kvts","mr","true"
"3098","A39","F",4,2,"[[1,3],2]","vstmm","kvts","mr","true"
"3099","A39","F",4,2,"[1,[[0,[2]]]]","vktrr","kvts","mr","true"
"3100","A39","F",4,2,"[1,[3,[0]]]","vvmms","kvts","mr","true"
"3101","A39","F",4,2,"[[0,[0]],1]","kkkkv","kvts","mr","true"
"3102","A39","F",4,2,"[[1,1],[3]]","vvmsr","kvts","mr","true"
"3103","A39","F",4,2,"[1,[2,[2]]]","vttrm","kvts","mr","false"
"3104","A39","F",4,2,"[3,[[0,[0]]]]","skkrr","kvts","mr","false"
"3105","A39","F",4,2,"[[3,[3]],[2]]","sstrr","kvts","mr","false"
"3106","A39","F",4,2,"[1,[3,3]]","vssmm","kvts","mr","false"
"3107","A39","F",4,3,"[0,[[[2,[1]],0]]]","tvkkrrr","kvts","mr","false"
"3108","A39","F",4,3,"[2,[[2,[1,[3]]]]]","ttrvsrm","kvts","mr","false"
"3109","A39","F",4,3,"[0,[[0,1],[1]]]","kmkvvmm","kvts","mr","false"
"3110","A39","F",4,3,"[3,[0,[[1,1]]]]","smkvvrr","kvts","mr","false"
"3111","A39","F",4,3,"[0,[[3,[2]],[2]]]","kmsttrr","kvts","mr","false"
"3112","A39","F",4,3,"[[0,[1,2]],[3]]","kvtmsrr","kvts","mr","false"
"3113","A39","F",4,3,"[[[2,[1]],[3]],[2]]","tvstrrr","kvts","mr","false"
"3114","A39","F",4,3,"[3,[[3,[0,[3]]]]]","ssrksmr","kvts","mr","false"
"3115","A39","F",4,3,"[[0,[2,[0]]],[1]]","ktkrvrr","kvts","mr","false"
"3116","A39","F",4,3,"[1,[[[0,1],[3]]]]","vrkvmsr","kvts","mr","false"
"3117","A39","F",4,3,"[[[1,3],1],1]","vsvvmmm","kvts","mr","false"
"3118","A39","F",4,3,"[[[1,1],2],1]","vvtvmmm","kvts","mr","false"
"281","A4","I",8,0,"0","t","tkrs","vm","true"
"282","A4","I",8,0,"1","k","tkrs","vm","true"
"283","A4","I",8,0,"2","r","tkrs","vm","true"
"284","A4","I",8,0,"3","s","tkrs","vm","true"
"285","A4","I",8,1,"[1,3]","ksm","tkrs","vm","true"
"286","A4","I",8,1,"[1,[1]]","kkr","tkrs","vm","true"
"287","A4","I",8,1,"[2,3]","rsk","tkrs","vm","true"
"288","A4","I",8,1,"[0,2]","trm","tkrs","vm","true"
"289","A4","I",8,1,"[1,2]","krm","tkrs","vm","true"
"290","A4","I",8,1,"[1,[3]]","kss","tkrs","vm","true"
"291","A4","I",8,1,"[2,[0]]","rtm","tkrs","vm","true"
"292","A4","I",8,1,"[3,[2]]","srm","tkrs","vm","true"
"293","A4","I",8,1,"[2,0]","rtm","tkrs","vm","false"
"294","A4","I",8,1,"[0,1]","tkm","tkrs","vm","false"
"295","A4","I",8,1,"[2,[2]]","rrt","tkrs","vm","false"
"296","A4","I",8,1,"[2,2]","rrv","tkrs","vm","false"
"297","A4","I",8,2,"[[1,[2]],0]","rtkmr","tkrs","vm","true"
"298","A4","I",8,2,"[[3,[2]],1]","rkstv","tkrs","vm","true"
"299","A4","I",8,2,"[0,[[1,[3]]]]","tksrr","tkrs","vm","true"
"300","A4","I",8,2,"[[1,3],2]","ksrmm","tkrs","vm","true"
"301","A4","I",8,2,"[1,[[0,[2]]]]","rtktt","tkrs","vm","true"
"302","A4","I",8,2,"[1,[3,[0]]]","ktsmr","tkrs","vm","true"
"303","A4","I",8,2,"[[0,[0]],1]","ttkrm","tkrs","vm","true"
"304","A4","I",8,2,"[[1,1],[3]]","kksmr","tkrs","vm","true"
"305","A4","I",8,2,"[1,[2,[2]]]","krrmr","tkrs","vm","false"
"306","A4","I",8,2,"[3,[[0,[0]]]]","ttrtt","tkrs","vm","false"
"307","A4","I",8,2,"[[3,[3]],[2]]","rsstt","tkrs","vm","false"
"308","A4","I",8,2,"[1,[3,3]]","kssrr","tkrs","vm","false"
"309","A4","I",8,3,"[0,[[[2,[1]],0]]]","rkttrmr","tkrs","vm","false"
"310","A4","I",8,3,"[2,[[2,[1,[3]]]]]","rrskttr","tkrs","vm","false"
"311","A4","I",8,3,"[0,[[0,1],[1]]]","tktkmmr","tkrs","vm","false"
"312","A4","I",8,3,"[3,[0,[[1,1]]]]","stkkmrm","tkrs","vm","false"
"313","A4","I",8,3,"[0,[[3,[2]],[2]]]","trrsmtt","tkrs","vm","false"
"314","A4","I",8,3,"[[0,[1,2]],[3]]","tkrrsst","tkrs","vm","false"
"315","A4","I",8,3,"[[[2,[1]],[3]],[2]]","rskrttt","tkrs","vm","false"
"316","A4","I",8,3,"[3,[[3,[0,[3]]]]]","sstsmrr","tkrs","vm","false"
"317","A4","I",8,3,"[[0,[2,[0]]],[1]]","tktrmmr","tkrs","vm","false"
"318","A4","I",8,3,"[1,[[[0,1],[3]]]]","ktkstmr","tkrs","vm","false"
"319","A4","I",8,3,"[[[1,3],1],1]","kskkmmm","tkrs","vm","false"
"320","A4","I",8,3,"[[[1,1],2],1]","kkrkmmm","tkrs","vm","false"
"3159","A40","H",2,0,"0","s","stkv","mr","true"
"3160","A40","H",2,0,"1","t","stkv","mr","true"
"3161","A40","H",2,0,"2","k","stkv","mr","true"
"3162","A40","H",2,0,"3","v","stkv","mr","true"
"3163","A40","H",2,1,"[1,3]","trv","stkv","mr","true"
"3164","A40","H",2,1,"[1,[1]]","tmr","stkv","mr","true"
"3165","A40","H",2,1,"[2,3]","rvk","stkv","mr","true"
"3166","A40","H",2,1,"[0,2]","tsk","stkv","mr","true"
"3167","A40","H",2,1,"[1,2]","mtk","stkv","mr","true"
"3168","A40","H",2,1,"[1,[3]]","rmv","stkv","mr","true"
"3169","A40","H",2,1,"[2,[0]]","kms","stkv","mr","true"
"3170","A40","H",2,1,"[3,[2]]","ktv","stkv","mr","true"
"3171","A40","H",2,1,"[2,0]","kms","stkv","mr","false"
"3172","A40","H",2,1,"[0,1]","trs","stkv","mr","false"
"3173","A40","H",2,1,"[2,[2]]","kmk","stkv","mr","false"
"3174","A40","H",2,1,"[2,2]","kmk","stkv","mr","false"
"3175","A40","H",2,2,"[[1,[2]],0]","trmsk","stkv","mr","true"
"3176","A40","H",2,2,"[[3,[2]],1]","vmrkt","stkv","mr","true"
"3177","A40","H",2,2,"[0,[[1,[3]]]]","smtvr","stkv","mr","true"
"3178","A40","H",2,2,"[[1,3],2]","rtkvm","stkv","mr","true"
"3179","A40","H",2,2,"[1,[[0,[2]]]]","rmskv","stkv","mr","true"
"3180","A40","H",2,2,"[1,[3,[0]]]","mrtsv","stkv","mr","true"
"3181","A40","H",2,2,"[[0,[0]],1]","smstr","stkv","mr","true"
"3182","A40","H",2,2,"[[1,1],[3]]","vmrtv","stkv","mr","true"
"3183","A40","H",2,2,"[1,[2,[2]]]","mrktk","stkv","mr","false"
"3184","A40","H",2,2,"[3,[[0,[0]]]]","rsmsv","stkv","mr","false"
"3185","A40","H",2,2,"[[3,[3]],[2]]","rkvmk","stkv","mr","false"
"3186","A40","H",2,2,"[1,[3,3]]","rmtvt","stkv","mr","false"
"3187","A40","H",2,3,"[0,[[[2,[1]],0]]]","srmtksm","stkv","mr","false"
"3188","A40","H",2,3,"[2,[[2,[1,[3]]]]]","kmktrmk","stkv","mr","false"
"3189","A40","H",2,3,"[0,[[0,1],[1]]]","tsmstrm","stkv","mr","false"
"3190","A40","H",2,3,"[3,[0,[[1,1]]]]","srmrtvt","stkv","mr","false"
"3191","A40","H",2,3,"[0,[[3,[2]],[2]]]","mksktmr","stkv","mr","false"
"3192","A40","H",2,3,"[[0,[1,2]],[3]]","mrsktvm","stkv","mr","false"
"3193","A40","H",2,3,"[[[2,[1]],[3]],[2]]","rkvmtmk","stkv","mr","false"
"3194","A40","H",2,3,"[3,[[3,[0,[3]]]]]","mvrvsmv","stkv","mr","false"
"3195","A40","H",2,3,"[[0,[2,[0]]],[1]]","mtrsktr","stkv","mr","false"
"3196","A40","H",2,3,"[1,[[[0,1],[3]]]]","mtrsvmt","stkv","mr","false"
"3197","A40","H",2,3,"[[[1,3],1],1]","tmvrtmt","stkv","mr","false"
"3198","A40","H",2,3,"[[[1,1],2],1]","tmrtktm","stkv","mr","false"
"3239","A41","A",1,0,"0","k","ktvs","mr","true"
"3240","A41","A",1,0,"1","t","ktvs","mr","true"
"3241","A41","A",1,0,"2","v","ktvs","mr","true"
"3242","A41","A",1,0,"3","s","ktvs","mr","true"
"3243","A41","A",1,1,"[1,3]","mts","ktvs","mr","true"
"3244","A41","A",1,1,"[1,[1]]","rtt","ktvs","mr","true"
"3245","A41","A",1,1,"[2,3]","mvs","ktvs","mr","true"
"3246","A41","A",1,1,"[0,2]","mkv","ktvs","mr","true"
"3247","A41","A",1,1,"[1,2]","mtv","ktvs","mr","true"
"3248","A41","A",1,1,"[1,[3]]","rts","ktvs","mr","true"
"3249","A41","A",1,1,"[2,[0]]","rvk","ktvs","mr","true"
"3250","A41","A",1,1,"[3,[2]]","rvs","ktvs","mr","true"
"3251","A41","A",1,1,"[2,0]","mvk","ktvs","mr","false"
"3252","A41","A",1,1,"[0,1]","mkt","ktvs","mr","false"
"3253","A41","A",1,1,"[2,[2]]","rvv","ktvs","mr","false"
"3254","A41","A",1,1,"[2,2]","mvv","ktvs","mr","false"
"3255","A41","A",1,2,"[[1,[2]],0]","mkrtv","ktvs","mr","true"
"3256","A41","A",1,2,"[[3,[2]],1]","mtrvs","ktvs","mr","true"
"3257","A41","A",1,2,"[0,[[1,[3]]]]","rrkts","ktvs","mr","true"
"3258","A41","A",1,2,"[[1,3],2]","msmtv","ktvs","mr","true"
"3259","A41","A",1,2,"[1,[[0,[2]]]]","rrvkt","ktvs","mr","true"
"3260","A41","A",1,2,"[1,[3,[0]]]","mtrks","ktvs","mr","true"
"3261","A41","A",1,2,"[[0,[0]],1]","rkkmt","ktvs","mr","true"
"3262","A41","A",1,2,"[[1,1],[3]]","rmtts","ktvs","mr","true"
"3263","A41","A",1,2,"[1,[2,[2]]]","mtrvv","ktvs","mr","false"
"3264","A41","A",1,2,"[3,[[0,[0]]]]","rrkks","ktvs","mr","false"
"3265","A41","A",1,2,"[[3,[3]],[2]]","rrvss","ktvs","mr","false"
"3266","A41","A",1,2,"[1,[3,3]]","mmtss","ktvs","mr","false"
"3267","A41","A",1,3,"[0,[[[2,[1]],0]]]","rtvmkrk","ktvs","mr","false"
"3268","A41","A",1,3,"[2,[[2,[1,[3]]]]]","rvmrstv","ktvs","mr","false"
"3269","A41","A",1,3,"[0,[[0,1],[1]]]","mkrtmkt","ktvs","mr","false"
"3270","A41","A",1,3,"[3,[0,[[1,1]]]]","msrttmk","ktvs","mr","false"
"3271","A41","A",1,3,"[0,[[3,[2]],[2]]]","mtrrvvs","ktvs","mr","false"
"3272","A41","A",1,3,"[[0,[1,2]],[3]]","rsmmvtk","ktvs","mr","false"
"3273","A41","A",1,3,"[[[2,[1]],[3]],[2]]","rrrvstv","ktvs","mr","false"
"3274","A41","A",1,3,"[3,[[3,[0,[3]]]]]","rsmrskr","ktvs","mr","false"
"3275","A41","A",1,3,"[[0,[2,[0]]],[1]]","rtmkrkv","ktvs","mr","false"
"3276","A41","A",1,3,"[1,[[[0,1],[3]]]]","rrskmtt","ktvs","mr","false"
"3277","A41","A",1,3,"[[[1,3],1],1]","msmtmtt","ktvs","mr","false"
"3278","A41","A",1,3,"[[[1,1],2],1]","mtmvmtt","ktvs","mr","false"
"3319","A42","G",1,0,"0","s","stkv","mr","true"
"3320","A42","G",1,0,"1","t","stkv","mr","true"
"3321","A42","G",1,0,"2","k","stkv","mr","true"
"3322","A42","G",1,0,"3","v","stkv","mr","true"
"3323","A42","G",1,1,"[1,3]","tmv","stkv","mr","true"
"3324","A42","G",1,1,"[1,[1]]","trt","stkv","mr","true"
"3325","A42","G",1,1,"[2,3]","kmv","stkv","mr","true"
"3326","A42","G",1,1,"[0,2]","smk","stkv","mr","true"
"3327","A42","G",1,1,"[1,2]","tmk","stkv","mr","true"
"3328","A42","G",1,1,"[1,[3]]","trv","stkv","mr","true"
"3329","A42","G",1,1,"[2,[0]]","trs","stkv","mr","true"
"3330","A42","G",1,1,"[3,[2]]","vrk","stkv","mr","true"
"3331","A42","G",1,1,"[2,0]","kms","stkv","mr","false"
"3332","A42","G",1,1,"[0,1]","smt","stkv","mr","false"
"3333","A42","G",1,1,"[2,[2]]","krk","stkv","mr","false"
"3334","A42","G",1,1,"[2,2]","kmk","stkv","mr","false"
"3335","A42","G",1,2,"[[1,[2]],0]","trksm","stkv","mr","true"
"3336","A42","G",1,2,"[[3,[2]],1]","vrkmt","stkv","mr","true"
"3337","A42","G",1,2,"[0,[[1,[3]]]]","srtvr","stkv","mr","true"
"3338","A42","G",1,2,"[[1,3],2]","mtvmk","stkv","mr","true"
"3339","A42","G",1,2,"[1,[[0,[2]]]]","trskr","stkv","mr","true"
"3340","A42","G",1,2,"[1,[3,[0]]]","tmvsr","stkv","mr","true"
"3341","A42","G",1,2,"[[0,[0]],1]","srstm","stkv","mr","true"
"3342","A42","G",1,2,"[[1,1],[3]]","rtmtv","stkv","mr","true"
"3343","A42","G",1,2,"[1,[2,[2]]]","tmkkr","stkv","mr","false"
"3344","A42","G",1,2,"[3,[[0,[0]]]]","vrsrs","stkv","mr","false"
"3345","A42","G",1,2,"[[3,[3]],[2]]","rvvrk","stkv","mr","false"
"3346","A42","G",1,2,"[1,[3,3]]","tmvmv","stkv","mr","false"
"3347","A42","G",1,3,"[0,[[[2,[1]],0]]]","srktmsr","stkv","mr","false"
"3348","A42","G",1,3,"[2,[[2,[1,[3]]]]]","krkmtrv","stkv","mr","false"
"3349","A42","G",1,3,"[0,[[0,1],[1]]]","vmsmtrt","stkv","mr","false"
"3350","A42","G",1,3,"[3,[0,[[1,1]]]]","vmsrtmt","stkv","mr","false"
"3351","A42","G",1,3,"[0,[[3,[2]],[2]]]","smvrkrk","stkv","mr","false"
"3352","A42","G",1,3,"[[0,[1,2]],[3]]","smtmkvr","stkv","mr","false"
"3353","A42","G",1,3,"[[[2,[1]],[3]],[2]]","krtrvrk","stkv","mr","false"
"3354","A42","G",1,3,"[3,[[3,[0,[3]]]]]","vrvmsvr","stkv","mr","false"
"3355","A42","G",1,3,"[[0,[2,[0]]],[1]]","smrksrt","stkv","mr","false"
"3356","A42","G",1,3,"[1,[[[0,1],[3]]]]","trsmtrv","stkv","mr","false"
"3357","A42","G",1,3,"[[[1,3],1],1]","tmvmttm","stkv","mr","false"
"3358","A42","G",1,3,"[[[1,1],2],1]","mttmkmt","stkv","mr","false"
"3399","A43","J",1,0,"0","k","kvts","mr","true"
"3400","A43","J",1,0,"1","v","kvts","mr","true"
"3401","A43","J",1,0,"2","t","kvts","mr","true"
"3402","A43","J",1,0,"3","s","kvts","mr","true"
"3403","A43","J",1,1,"[1,3]","smv","kvts","mr","true"
"3404","A43","J",1,1,"[1,[1]]","vrv","kvts","mr","true"
"3405","A43","J",1,1,"[2,3]","tms","kvts","mr","true"
"3406","A43","J",1,1,"[0,2]","tmk","kvts","mr","true"
"3407","A43","J",1,1,"[1,2]","tmv","kvts","mr","true"
"3408","A43","J",1,1,"[1,[3]]","srv","kvts","mr","true"
"3409","A43","J",1,1,"[2,[0]]","kmt","kvts","mr","true"
"3410","A43","J",1,1,"[3,[2]]","tms","kvts","mr","true"
"3411","A43","J",1,1,"[2,0]","tmk","kvts","mr","false"
"3412","A43","J",1,1,"[0,1]","vmk","kvts","mr","false"
"3413","A43","J",1,1,"[2,[2]]","trt","kvts","mr","false"
"3414","A43","J",1,1,"[2,2]","tmt","kvts","mr","false"
"3415","A43","J",1,2,"[[1,[2]],0]","kmtrv","kvts","mr","true"
"3416","A43","J",1,2,"[[3,[2]],1]","vmtrs","kvts","mr","true"
"3417","A43","J",1,2,"[0,[[1,[3]]]]","srrkv","kvts","mr","true"
"3418","A43","J",1,2,"[[1,3],2]","vmsmt","kvts","mr","true"
"3419","A43","J",1,2,"[1,[[0,[2]]]]","trrvk","kvts","mr","true"
"3420","A43","J",1,2,"[1,[3,[0]]]","vrmks","kvts","mr","true"
"3421","A43","J",1,2,"[[0,[0]],1]","vmkrk","kvts","mr","true"
"3422","A43","J",1,2,"[[1,1],[3]]","srvmv","kvts","mr","true"
"3423","A43","J",1,2,"[1,[2,[2]]]","vrtmt","kvts","mr","false"
"3424","A43","J",1,2,"[3,[[0,[0]]]]","krrsk","kvts","mr","false"
"3425","A43","J",1,2,"[[3,[3]],[2]]","trssr","kvts","mr","false"
"3426","A43","J",1,2,"[1,[3,3]]","vmsms","kvts","mr","false"
"3427","A43","J",1,3,"[0,[[[2,[1]],0]]]","krrkmvt","kvts","mr","false"
"3428","A43","J",1,3,"[2,[[2,[1,[3]]]]]","trtmsmv","kvts","mr","false"
"3429","A43","J",1,3,"[0,[[0,1],[1]]]","kmvrkmv","kvts","mr","false"
"3430","A43","J",1,3,"[3,[0,[[1,1]]]]","smvmvrk","kvts","mr","false"
"3431","A43","J",1,3,"[0,[[3,[2]],[2]]]","kmtrtrs","kvts","mr","false"
"3432","A43","J",1,3,"[[0,[1,2]],[3]]","srkmvmt","kvts","mr","false"
"3433","A43","J",1,3,"[[[2,[1]],[3]],[2]]","trrtsvr","kvts","mr","false"
"3434","A43","J",1,3,"[3,[[3,[0,[3]]]]]","srsmsrk","kvts","mr","false"
"3435","A43","J",1,3,"[[0,[2,[0]]],[1]]","vrkmkmt","kvts","mr","false"
"3436","A43","J",1,3,"[1,[[[0,1],[3]]]]","srkmvrv","kvts","mr","false"
"3437","A43","J",1,3,"[[[1,3],1],1]","vmsmsvm","kvts","mr","false"
"3438","A43","J",1,3,"[[[1,1],2],1]","vmvmtmv","kvts","mr","false"
"3479","A44","C",3,0,"0","k","ktsv","mr","true"
"3480","A44","C",3,0,"1","t","ktsv","mr","true"
"3481","A44","C",3,0,"2","s","ktsv","mr","true"
"3482","A44","C",3,0,"3","v","ktsv","mr","true"
"3483","A44","C",3,1,"[1,3]","kvs","ktsv","mr","true"
"3484","A44","C",3,1,"[1,[1]]","krk","ktsv","mr","true"
"3485","A44","C",3,1,"[2,3]","smv","ktsv","mr","true"
"3486","A44","C",3,1,"[0,2]","kms","ktsv","mr","true"
"3487","A44","C",3,1,"[1,2]","trs","ktsv","mr","true"
"3488","A44","C",3,1,"[1,[3]]","vmt","ktsv","mr","true"
"3489","A44","C",3,1,"[2,[0]]","krs","ktsv","mr","true"
"3490","A44","C",3,1,"[3,[2]]","smv","ktsv","mr","true"
"3491","A44","C",3,1,"[2,0]","srk","ktsv","mr","false"
"3492","A44","C",3,1,"[0,1]","kmt","ktsv","mr","false"
"3493","A44","C",3,1,"[2,[2]]","sms","ktsv","mr","false"
"3494","A44","C",3,1,"[2,2]","srs","ktsv","mr","false"
"3495","A44","C",3,2,"[[1,[2]],0]","ksrkt","ktsv","mr","true"
"3496","A44","C",3,2,"[[3,[2]],1]","rksvm","ktsv","mr","true"
"3497","A44","C",3,2,"[0,[[1,[3]]]]","krtrv","ktsv","mr","true"
"3498","A44","C",3,2,"[[1,3],2]","trvms","ktsv","mr","true"
"3499","A44","C",3,2,"[1,[[0,[2]]]]","trkms","ktsv","mr","true"
"3500","A44","C",3,2,"[1,[3,[0]]]","trvmk","ktsv","mr","true"
"3501","A44","C",3,2,"[[0,[0]],1]","krkmt","ktsv","mr","true"
"3502","A44","C",3,2,"[[1,1],[3]]","trtrv","ktsv","mr","true"
"3503","A44","C",3,2,"[1,[2,[2]]]","tmsrs","ktsv","mr","false"
